hpx,Mean,StDev,Min,Max,Median,Q10,NGood,RA,Dec,GAL_LONG,GAL_LAT
190,0.007411673,0.0040286453,8.286E-5,0.0233614,0.00705931,0.002520528,1267,202.49999999999997,78.28414760510763,120.43612456523906,38.656605232705
191,0.006757996,0.0037802402,1.1908E-4,0.02380819,0.00624433,0.002417513,1538,225.0,84.14973293629666,119.26444625097277,32.03397373593588
192,0.003777221,0.0019243567,9.837E-5,0.01412216,0.003542315,0.001490097,5078,315.0,4.780191847199159,53.45694461388682,-25.7106124998624
193,0.004142388,0.0021447872,5.477E-5,0.01423213,0.00386567,0.001559388,4097,320.625,9.594068226860461,61.45850336401169,-27.479799156991223
194,0.0027353987,0.0013490298,7.04E-5,0.00872741,0.00255264,0.001116438,9835,309.375,9.594068226860461,54.51660470123895,-18.407419216315617
195,0.003230713,0.0016296423,7.097E-5,0.01064377,0.00299666,0.00128185,7010,315.0,14.477512185929923,62.087869648550246,-20.14766668205528
196,0.0047527957,0.002543651,6.346E-5,0.02046358,0.00446775,0.001720942,3127,326.25,14.477512185929923,69.70196495075984,-28.553718244057873
197,0.0048489957,0.0026071428,1.495E-4,0.01842122,0.00447076,0.00167431,2921,331.875,19.47122063449069,78.06354213378188,-28.778372704622925
198,0.0034772777,0.0017581593,5.505E-5,0.01306772,0.003266735,0.00136453,6046,320.625,19.47122063449069,69.8493095243562,-21.216299240655502
199,0.0038489075,0.0019927614,5.707E-5,0.01622813,0.003570045,0.0014758,4846,326.25,24.624318352164078,77.71360391522133,-21.456762861276967
200,0.001805704,8.342751E-4,6.324E-5,0.00695838,0.00167862,8.4143E-4,24041,303.75,14.477512185929923,55.714307610368195,-11.14436442201001
201,0.0021564304,0.0010426528,8.419E-5,0.00834516,0.0020133,9.11131E-4,16308,309.375,19.47122063449069,63.00904016943493,-12.86228358377886
202,0.0010555619,3.8429876E-4,5.371E-5,0.00339761,0.00100543,6.2945E-4,83533,298.125,19.47122063449069,57.18896351862916,-3.9526040692966595
203,0.0013907773,5.972562E-4,5.117E-5,0.00653262,0.00130029,7.05861E-4,43022,303.75,24.624318352164078,64.34286074935433,-5.652874914682769
204,0.002489026,0.0012637343,5.46E-5,0.00946813,0.00232392,9.7323E-4,11793,315.0,24.624318352164078,70.46498858730772,-13.911355581204981
205,0.0026603306,0.0013416967,5.51E-5,0.01039535,0.00246877,0.00105088,10326,320.625,30.000000000000004,78.02490823328245,-14.125169268017547
206,0.0016200666,7.354209E-4,5.385E-5,0.00578285,0.00151321,7.7096E-4,29989,309.375,30.000000000000004,71.65234016992257,-6.6672444436343055
207,0.0016446504,7.418047E-4,5.147E-5,0.00575902,0.00153904,7.7055E-4,29060,315.0,35.68533471265205,79.0923417538356,-6.810073506301687
208,0.005037888,0.0026353034,5.257E-5,0.01501043,0.0047201,0.001799314,2828,337.49999999999994,24.624318352164078,86.35200680627972,-28.022534512678828
209,0.0048547415,0.0025390603,1.3385E-4,0.01602732,0.00453646,0.00180133,3000,343.12499999999994,30.000000000000004,94.3342204778179,-26.18544428511464
210,0.0038859714,0.0020424337,9.862E-5,0.01313273,0.00361818,0.0014319,4728,331.875,30.000000000000004,85.5393071269231,-20.72231769748266
211,0.0036966754,0.001984621,6.323E-5,0.01257706,0.00339044,0.001319738,5125,337.49999999999994,35.68533471265205,93.14592251605187,-18.87732896976524
212,0.004598069,0.0025000966,1.7949E-4,0.01534623,0.00430789,0.00158171,3286,348.75,35.68533471265205,101.77320542148557,-23.192895979700936
213,0.0040017883,0.0020779662,1.2407E-4,0.01345538,0.003767705,0.00146331,4448,354.375,41.810314895778596,108.46082950497986,-18.974409498343874
214,0.0033690159,0.0017913628,7.079E-5,0.01278024,0.00309891,0.00123732,6332,343.12499999999994,41.810314895778596,100.33971766537508,-15.784892412162348
215,0.0029538064,0.0015284438,6.535E-5,0.01095689,0.00274554,0.00111418,8331,353.57142857142856,48.14120779436029,109.86994129306986,-12.764165005984248
216,0.0026685076,0.00136062,7.763E-5,0.01027979,0.00249931,0.00104506,10033,326.25,35.68533471265205,85.58865859383688,-13.332557438438148
217,0.002598963,0.0013200849,5.865E-5,0.00910706,0.00243863,0.00103663,10751,331.875,41.810314895778596,93.02497471666432,-11.348214678812607
218,0.001687826,7.736463E-4,5.246E-5,0.00607808,0.00157228,7.8902E-4,27658,320.625,41.810314895778596,86.60957874628983,-5.870021258600364
219,0.0016639557,7.589317E-4,5.068E-5,0.00676282,0.00154631,7.8425E-4,28524,327.85714285714283,48.14120779436029,94.67678701588827,-4.606445710695822
220,0.002265457,0.0011030429,5.854E-5,0.00782555,0.002125225,9.4113E-4,14602,340.71428571428567,48.14120779436029,101.83951572305888,-9.394553965031164
221,0.0020576215,9.902483E-4,5.891E-5,0.0071606,0.00192381,8.7854E-4,17838,352.5,54.340912303861266,111.14958791915215,-6.6572427396808855
222,0.0016122757,7.310682E-4,5.625E-5,0.00587365,0.00150444,7.671E-4,30573,337.49999999999994,54.340912303861266,103.18716642005221,-3.017280429784319
223,0.0018358318,8.785324E-4,5.171E-5,0.00832653,0.00169092,8.26837E-4,22618,351.0,60.43443884495228,112.34503114484596,-0.6275268499446727
224,9.204656E-4,3.3305841E-4,5.021E-5,0.00356012,8.8596E-4,5.6173E-4,113996,292.50000000000006,24.624318352164078,59.093317999074536,3.1244272389553527
225,0.0010131059,3.736466E-4,5.207E-5,0.0039033,9.6713E-4,6.07275E-4,91626,298.125,30.000000000000004,66.2398908724281,1.4358995478279097
226,0.0018049222,8.416127E-4,5.925E-5,0.00716417,0.00167544,8.2305E-4,23515,286.875,30.000000000000004,61.615390634253835,10.021554569570554
227,0.0015881706,7.129291E-4,5.134E-5,0.00521531,0.00147951,7.59348E-4,31049,292.50000000000006,35.68533471265205,68.90359823893088,8.333405802829484
228,0.0014623022,6.6298153E-4,5.307E-5,0.00567426,0.00134428,7.2845E-4,37253,303.75,35.68533471265205,73.56767011536463,0.4712274453151555
229,0.0045864647,0.0027271179,6.916E-5,0.01925388,0.004130565,0.00147421,3152,309.375,41.810314895778596,81.09789919186099,0.4491763865179449
230,0.0016144053,7.2423485E-4,6.276E-5,0.00626737,0.00150125,7.7517E-4,30521,298.125,41.810314895778596,76.4508361106755,7.430992059424422
231,0.0018273677,8.4684853E-4,7.291E-5,0.00675551,0.00170424,8.3173E-4,23173,302.1428571428571,48.14120779436029,83.40465400243194,8.249705603722255
232,0.0028349578,0.001410546,5.601E-5,0.00936437,0.002652545,0.00114283,9100,281.25,35.68533471265205,65.0038388322064,16.636213533738843
233,0.0027212647,0.001357908,5.735E-5,0.01194258,0.00251961,0.00110874,9885,286.875,41.810314895778596,72.62453456920224,14.923932365136604
234,0.003879,0.0020009791,1.036E-4,0.01324427,0.00364612,0.001430273,4844,275.62499999999994,41.810314895778596,69.60088195176131,22.8006483270137
235,0.0042523197,0.0022558419,1.0603E-4,0.01488028,0.003917925,0.001531274,3990,276.4285714285714,48.14120779436029,76.41002613776307,23.96203193765137
236,0.0029311199,0.0014874964,6.285E-5,0.00972219,0.00273517,0.001169406,8475,289.2857142857143,48.14120779436029,79.35588975488805,15.851368400015412
237,0.0032514422,0.0016517381,7.431E-5,0.01251121,0.00301883,0.00125934,6953,292.50000000000006,54.340912303861266,86.1095842098491,16.475223249839022
238,0.004446779,0.0024155548,1.5344E-4,0.01626152,0.00411697,0.00164595,3481,277.5,54.340912303861266,83.19871695655806,24.768162949836924
239,0.0047745714,0.0025296924,1.3797E-4,0.01572142,0.00441804,0.001834478,3163,279.0,60.43443884495228,89.96243167118674,25.224685865760264
240,0.001673029,7.806762E-4,5.265E-5,0.00730269,0.00153626,7.8766E-4,27647,315.0,48.14120779436029,88.51648378448715,1.3561348924081555
241,0.001857146,9.07864E-4,5.358E-5,0.00830851,0.0017113,8.3173E-4,21980,322.5,54.340912303861266,96.2352694016645,2.2632254851614015
242,0.0019445545,9.12774E-4,7.929E-5,0.00670916,0.00181358,8.69452E-4,20372,307.5,54.340912303861266,90.50050596945718,8.868947902858324
243,0.0028788755,0.0014764841,5.821E-5,0.00977059,0.0026887,0.001124668,8720,315.0,60.43443884495228,97.87848620172657,9.380548696743812
244,0.001759151,8.4490265E-4,5.933E-5,0.00943858,0.00162224,7.99882E-4,24673,333.0,60.43443884495228,104.46256943224799,3.412322607870566
245,0.002182683,0.0010976557,7.188E-5,0.00912132,0.002012055,9.07595E-4,15572,348.75,66.44353569089878,113.4947341455923,5.355024204841132
246,0.0027726835,0.0014116259,7.247E-5,0.01408118,0.00257233,0.00112326,9355,326.25,66.44353569089878,105.78022018237054,9.999550994872264
247,0.0027261432,0.0013686187,5.224E-5,0.01065069,0.00254793,0.00109259,9725,345.0,72.38756092964962,114.64050751113838,11.33420210344326
