hpx,Mean,StDev,Min,Max,Median,Q10,NGood,RA,Dec,GAL_LONG,GAL_LAT
611,0.003225895,0.001644271,5.651E-5,0.01153309,0.00303529,0.001250586,6880,109.2857142857143,-48.14120779436029,259.35588975488804,-15.851368400015396
612,0.0019048312,8.8793156E-4,5.951E-5,0.00777335,0.00177884,8.62585E-4,21356,122.14285714285714,-48.14120779436029,263.404654002432,-8.249705603722225
613,0.0023937342,0.0012106122,5.352E-5,0.01031935,0.00221746,9.9546E-4,12759,129.375,-41.810314895778596,261.0978991918609,-0.4491763865179576
614,0.0018383042,8.6471054E-4,5.022E-5,0.00656762,0.001710355,8.2896E-4,22506,118.12500000000001,-41.810314895778596,256.4508361106755,-7.430992059424414
615,0.0018527863,8.6718256E-4,5.851E-5,0.00709666,0.00173035,8.42091E-4,22548,123.74999999999999,-35.68533471265205,253.56767011536462,-0.47122744531513955
616,0.004688655,0.0024680821,1.4548E-4,0.01636237,0.00436788,0.001744916,3249,96.42857142857143,-48.14120779436029,256.41002613776305,-23.962031937651357
617,0.0030938718,0.0016015585,6.436E-5,0.01046753,0.00288656,0.00116097,7498,106.87499999999999,-41.810314895778596,252.62453456920224,-14.923932365136583
618,0.004513878,0.0023699752,5.99E-5,0.01612879,0.00425636,0.001593342,3504,95.62500000000001,-41.810314895778596,249.60088195176132,-22.800648327013654
619,0.0035449914,0.0018290419,1.1026E-4,0.01132808,0.00330534,0.00136707,5752,101.24999999999999,-35.68533471265205,245.00383883220636,-16.636213533738836
620,0.002044536,9.820729E-4,5.788E-5,0.00768748,0.00189889,8.8185E-4,18055,112.5,-35.68533471265205,248.90359823893084,-8.3334058028295
621,0.001746375,8.048791E-4,5.441E-5,0.00603028,0.00163285,8.0518E-4,25684,118.12500000000001,-30.000000000000004,246.23989087242816,-1.4358995478278496
622,0.002253295,0.0010834665,5.632E-5,0.00832761,0.00212123,9.4294E-4,14927,106.87499999999999,-30.000000000000004,241.61539063425388,-10.021554569570517
623,0.0018929687,9.1821904E-4,5.178E-5,0.00677615,0.00175848,8.1726E-4,21008,112.5,-24.624318352164078,239.0933179990745,-3.124427238955359
624,0.002149398,0.0010518706,5.147E-5,0.00716403,0.00198829,8.98082E-4,16018,135.0,-35.68533471265205,259.0923417538356,6.810073506301728
625,0.003326392,0.0017091553,5.862E-5,0.01393011,0.0030841,0.00123646,6547,140.625,-30.000000000000004,258.0249082332824,14.125169268017595
626,0.0020407808,9.803083E-4,5.909E-5,0.007922,0.00189106,8.88498E-4,18325,129.375,-30.000000000000004,251.65234016992255,6.667244443634269
627,0.0035412412,0.0018237139,7.639E-5,0.01318881,0.00327999,0.00133283,5789,135.0,-24.624318352164078,250.46498858730772,13.911355581204987
628,0.0046317517,0.0024849575,1.0635E-4,0.01622505,0.00420697,0.00169766,3257,146.25000000000003,-24.624318352164078,257.7136039152213,21.45676286127698
629,0.0058751875,0.0030224621,4.9684E-4,0.02379802,0.005575675,0.002281945,2136,151.875,-19.47122063449069,258.06354213378194,28.77837270462295
630,0.0045863236,0.002451506,6.047E-5,0.01680432,0.004301915,0.001605084,3430,140.625,-19.47122063449069,249.84930952435624,21.216299240655573
631,0.0058703753,0.0031799588,1.824E-4,0.02547003,0.005499335,0.002141086,2054,146.25000000000003,-14.477512185929923,249.70196495075987,28.553718244057876
632,0.00207275,0.0010005222,5.481E-5,0.00754572,0.00192458,8.8911E-4,17414,123.74999999999999,-24.624318352164078,244.34286074935432,5.652874914682819
633,0.0031857349,0.0016356916,7.426E-5,0.01074745,0.00299169,0.00121121,7263,129.375,-19.47122063449069,243.00904016943488,12.862283583778835
634,0.0020403059,9.745262E-4,5.57E-5,0.00720107,0.00190287,8.9012E-4,18169,118.12500000000001,-19.47122063449069,237.18896351862912,3.952604069296681
635,0.0029681493,0.0015058508,5.505E-5,0.01132178,0.00276446,0.00117642,8274,123.74999999999999,-14.477512185929923,235.7143076103682,11.144364422010035
636,0.004561475,0.0023988208,6.513E-5,0.01542435,0.00427664,0.00166658,3520,135.0,-14.477512185929923,242.08786964855022,20.14766668205528
637,0.0058691357,0.003114716,2.4684E-4,0.01718358,0.00555225,0.002012126,2093,140.625,-9.594068226860461,241.45850336401173,27.47979915699128
638,0.0041084522,0.0021772229,6.049E-5,0.01754678,0.00383052,0.00150878,4117,129.375,-9.594068226860461,234.51660470123892,18.40741921631558
639,0.0054312428,0.002947828,1.4252E-4,0.01812104,0.00508089,0.001953151,2432,135.0,-4.780191847199159,233.45694461388686,25.710612499862453
640,0.003226354,0.0016587601,1.3532E-4,0.01375153,0.00300036,0.001259258,6995,225.0,-84.14973293629666,306.2879781403191,-22.135346209370685
641,0.0027498316,0.0013779148,5.004E-5,0.01012513,0.00256644,0.00109874,9660,247.49999999999997,-78.28414760510763,313.0816661117156,-19.992737061699454
642,0.0023283225,0.0011238377,1.4837E-4,0.0082967,0.00217843,9.7811E-4,13843,202.49999999999997,-78.28414760510763,304.9548732275341,-15.564137748493062
643,0.0016918608,7.7373465E-4,5.131E-5,0.00619849,0.00157157,7.94308E-4,27479,225.0,-72.38756092964962,312.40122947172927,-11.922567199899726
644,0.0023193432,0.001144303,6.117E-5,0.00893266,0.00216431,9.4985E-4,13902,255.0,-72.38756092964962,319.2667342842012,-17.985073241980487
645,0.0019186445,9.081302E-4,6.826E-5,0.00643776,0.00179805,8.5326E-4,20759,258.75,-66.44353569089878,325.21354908931755,-15.824638721148164
646,0.0012640854,5.3521077E-4,5.323E-5,0.00483956,0.0011865,6.5204E-4,52321,236.25000000000003,-66.44353569089878,319.07931401422695,-9.178586769552428
647,0.0010527112,3.872852E-4,5.113E-5,0.00355441,9.9852E-4,6.2448E-4,83513,243.0,-60.43443884495228,325.3458281916455,-6.613135842163566
648,0.0016227784,7.35886E-4,6.092E-5,0.00579995,0.00151009,7.7197E-4,29916,195.0,-72.38756092964962,303.58851617771705,-9.52672984898275
649,0.0010739297,4.1090618E-4,5.327E-5,0.0034614,0.00101757,6.20434E-4,78664,213.74999999999997,-66.44353569089878,311.1554611737868,-4.915166709199205
650,9.662343E-4,3.4500743E-4,5.02E-5,0.00333841,9.2296E-4,5.991E-4,104012,191.25000000000003,-66.44353569089878,302.2875064583201,-3.5798438569687594
651,0.0011257097,4.6222986E-4,5.073E-5,0.00436809,0.00106198,6.13944E-4,68317,206.99999999999997,-60.43443884495228,309.85832341422747,1.6744294315200559
652,9.973606E-4,3.976393E-4,5.047E-5,0.00494451,9.3534E-4,5.9536E-4,93191,225.0,-60.43443884495228,318.1550338586194,-1.4195533996334206
653,0.0012253359,4.978996E-4,5.151E-5,0.00475715,0.001144015,6.7934E-4,58478,232.5,-54.340912303861266,324.77513721912953,1.664297512807504
654,0.0013178611,5.770061E-4,5.283E-5,0.00687847,0.00122451,6.8686E-4,47685,217.49999999999997,-54.340912303861266,317.07251550686345,5.80239548662117
655,0.0014588791,6.183373E-4,5.082E-5,0.00556648,0.00135971,7.4819E-4,39071,225.0,-48.14120779436029,324.02156305947005,9.396049474453857
656,0.0016283063,7.4454537E-4,6.0E-5,0.00573784,0.00151615,7.6474E-4,29496,261.0,-60.43443884495228,331.02565515146637,-13.480024004859725
657,0.0013858007,5.809339E-4,5.864E-5,0.00468867,0.00129706,7.20482E-4,43330,262.5,-54.340912303861266,336.7585068312186,-10.951716682978276
658,8.9038815E-4,2.874895E-4,5.236E-5,0.00269075,8.66895E-4,5.78861E-4,134292,247.49999999999997,-54.340912303861266,331.39574235932065,-4.027682773561758
659,0.0010985697,4.012968E-4,5.153E-5,0.00411971,0.00104225,6.5335E-4,77721,250.7142857142857,-48.14120779436029,337.34531768330567,-1.3537860736153353
660,0.001103565,4.2876528E-4,5.291E-5,0.00398462,0.00104553,6.25744E-4,74228,263.57142857142856,-48.14120779436029,342.4575310665208,-8.247060635954798
661,9.2377886E-4,2.9817564E-4,5.079E-5,0.00283166,9.01095E-4,5.95059E-4,124764,264.375,-41.810314895778596,348.16885292352123,-5.374952417374502
662,0.0012739517,5.451046E-4,5.273E-5,0.00515884,0.0011708,6.97656E-4,53145,253.12500000000003,-41.810314895778596,343.2792947782679,1.4339139859599392
663,0.0013185217,5.988378E-4,5.094E-5,0.00641462,0.00120297,6.96346E-4,47955,258.75,-35.68533471265205,350.80812554870874,1.6785202866993418
664,0.0011517878,4.43015E-4,5.127E-5,0.00412431,0.00108811,6.57099E-4,67830,237.85714285714286,-48.14120779436029,331.18463834107916,4.608413038819493
665,0.0013916355,6.8377866E-4,5.007E-5,0.01393815,0.00126621,6.9332E-4,40336,241.875,-41.810314895778596,337.5119360182902,7.531838679396229
666,0.0017060224,7.5706496E-4,5.118E-5,0.00670541,0.001602405,8.16805E-4,27466,230.62499999999997,-41.810314895778596,330.8357401175585,12.73317138996451
667,0.002094596,0.0010013323,5.895E-5,0.00739516,0.00195174,9.23095E-4,17370,236.25000000000003,-35.68533471265205,338.22370166459274,15.02948672190805
668,0.0013280438,5.409188E-4,5.431E-5,0.00509265,0.0012442,7.1299E-4,48542,247.49999999999997,-35.68533471265205,345.01668220708183,8.762670883085876
669,0.0010022953,3.483563E-4,5.069E-5,0.0030387,9.68965E-4,6.1282E-4,98714,253.12500000000003,-30.000000000000004,352.49426123714954,8.875434783404282
670,0.0018749286,8.6888566E-4,6.575E-5,0.00648488,0.001760815,8.5299E-4,22134,241.875,-30.000000000000004,345.8129945551635,16.11161838398314
671,0.002839294,0.0016339736,5.843E-5,0.02606478,0.002582655,0.00110597,8234,247.49999999999997,-24.624318352164078,353.4516659054662,16.153328309495432
672,9.850352E-4,3.558063E-4,5.012E-5,0.00347703,9.4191E-4,5.9976E-4,98565,189.0,-60.43443884495228,301.02703038653306,2.3801970644929917
673,0.0014637524,6.483822E-4,5.075E-5,0.00570476,0.00136744,7.1654E-4,37391,202.49999999999997,-54.340912303861266,308.591149679989,8.106565468968462
674,0.0015362086,6.9783215E-4,5.491E-5,0.00576706,0.00143566,7.2696E-4,33656,187.50000000000003,-54.340912303861266,299.7766903457221,8.399446850509563
675,0.0022208754,0.0010680474,6.46E-5,0.00756205,0.00207236,9.54564E-4,15279,199.28571428571428,-48.14120779436029,307.3565241006758,14.509584666726944
676,0.0019543045,9.139064E-4,7.322E-5,0.00727704,0.001821,8.75752E-4,20179,212.14285714285714,-48.14120779436029,315.9908619315905,12.765104156437811
677,0.0023257693,0.0011082955,6.278E-5,0.01015204,0.002173295,0.00101139,14176,219.37499999999997,-41.810314895778596,323.2758065185039,16.833554844516897
678,0.0027784836,0.0013999665,7.101E-5,0.00874752,0.00255647,0.001129575,9526,208.125,-41.810314895778596,314.9580354539069,19.63109760994063
679,0.0033055886,0.0016680231,6.053E-5,0.01170559,0.003089505,0.001312096,6652,213.74999999999997,-35.68533471265205,321.44051353975874,24.165110593844716
680,0.0023567176,0.0011742926,5.535E-5,0.00984393,0.00219057,9.6788E-4,13352,186.42857142857147,-48.14120779436029,298.5041239584295,14.509263934040026
681,0.0031983773,0.0015971976,7.48E-5,0.01203038,0.00299659,0.00125812,7154,196.875,-41.810314895778596,306.13607528597225,20.961482499962134
682,0.0031937975,0.0016377564,8.316E-5,0.0121626,0.002984095,0.001235313,7098,185.62500000000003,-41.810314895778596,297.1717190487675,20.737548419192652
683,0.004102136,0.002116261,1.975E-4,0.01449531,0.00385035,0.00153157,4307,191.25000000000003,-35.68533471265205,301.4625706762999,27.168044887804065
684,0.0038287241,0.0019527449,5.803E-5,0.01193488,0.00360724,0.0014401,5035,202.49999999999997,-35.68533471265205,311.6765766796087,26.53077284961794
685,0.00425743,0.0022438196,5.915E-5,0.01583209,0.00395663,0.00162681,3882,208.125,-30.000000000000004,318.36495621753323,31.035239044475425
686,0.0048205764,0.0025214711,3.3161E-4,0.01557862,0.00454659,0.00176588,3122,196.875,-30.000000000000004,307.0666122709757,32.74276467301428
687,0.005161035,0.0027486063,6.316E-5,0.01637921,0.004856225,0.00173392,2708,202.49999999999997,-24.624318352164078,313.9828345937586,37.41856059776632
688,0.0027016494,0.0013453198,1.5567E-4,0.01159481,0.00252016,0.00110602,10222,225.0,-35.68533471265205,330.355870684644,20.249143505205154
689,0.003208851,0.0016295884,5.809E-5,0.01177246,0.00299753,0.001271524,7203,230.62499999999997,-30.000000000000004,337.9424514922394,22.414604156624115
690,0.003717091,0.0019153903,6.102E-5,0.01135433,0.00348437,0.00140249,5187,219.37499999999997,-30.000000000000004,328.77211312929853,27.496058511477116
691,0.004073622,0.002080365,1.7392E-4,0.01391583,0.00381451,0.00153813,4381,225.0,-24.624318352164078,336.7539582747104,29.67424521720946
692,0.0031731124,0.0016111996,5.627E-5,0.01201607,0.00294152,0.00124266,7335,236.25000000000003,-24.624318352164078,345.83120603298534,23.44917093944823
693,0.0029934333,0.0015012271,7.031E-5,0.01001844,0.00279702,0.001212105,8108,241.875,-19.47122063449069,353.8210887028815,23.4735449233152
694,0.0041157743,0.0021240502,6.347E-5,0.01639053,0.00385213,0.00156457,4362,230.62499999999997,-19.47122063449069,345.14431721348546,30.752125248244393
695,0.003992098,0.0020452677,1.5498E-4,0.01357339,0.00371149,0.001500977,4550,236.25000000000003,-14.477512185929923,353.6881171476757,30.811226863407384
696,0.004777134,0.002491657,1.0268E-4,0.01600395,0.00447667,0.00177872,3109,213.74999999999997,-24.624318352164078,326.08307706124134,34.46303634158057
697,0.0050479113,0.0026194802,1.3183E-4,0.0213327,0.004684845,0.00188368,2804,219.37499999999997,-19.47122063449069,334.6379365301445,36.786386941773415
698,0.005789294,0.0030941823,7.222E-5,0.02132974,0.00542176,0.002111806,2129,208.125,-19.47122063449069,322.16776562547625,41.10855897178751
699,0.005762148,0.0031516782,2.2234E-4,0.01820738,0.00531215,0.00189807,2100,213.74999999999997,-14.477512185929923,331.466427965083,43.71600441791423
700,0.0050536552,0.002599117,4.8467E-4,0.0165609,0.00472109,0.001977104,2815,225.0,-14.477512185929923,343.7516489678293,38.000477056372
701,0.0050423723,0.0026177398,1.0628E-4,0.01802981,0.004689325,0.00186155,2906,230.62499999999997,-9.594068226860461,353.0964476336451,38.14974765876621
702,0.0061439117,0.003250352,1.9182E-4,0.01890306,0.00563793,0.002237578,1972,219.37499999999997,-9.594068226860461,341.57142923513504,45.172897972106604
703,0.006031913,0.003129999,2.7008E-4,0.01984942,0.005652385,0.00219451,1994,225.0,-4.780191847199159,352.05062269953385,45.47739590609485
704,0.004365129,0.0022617935,9.848E-5,0.01640009,0.004118415,0.00153218,3736,315.0,-84.14973293629666,308.6586922762854,-30.123757005304814
705,0.005116157,0.0028005426,7.183E-5,0.01750801,0.00474037,0.001784932,2625,337.49999999999994,-78.28414760510763,311.3303221244915,-36.43194450292325
706,0.00447315,0.0024163686,6.272E-5,0.01633788,0.004178405,0.001585533,3598,292.50000000000006,-78.28414760510763,316.09584926348487,-28.47325678024721
707,0.0046632555,0.0024027717,9.746E-5,0.01646665,0.00440242,0.001800508,3327,315.0,-72.38756092964962,321.2280518588172,-35.30094418356557
708,0.005573915,0.0028769893,5.561E-4,0.01724712,0.0052877,0.002074458,2313,345.0,-72.38756092964962,313.94856321891837,-42.27484094003866
709,0.00624584,0.0032519128,7.106E-5,0.01818849,0.005805595,0.00237325,1848,348.75,-66.44353569089878,317.041178374597,-47.957093725685766
710,0.005173739,0.0027942099,6.885E-5,0.01618504,0.00481391,0.00188372,2566,326.25,-66.44353569089878,325.7395098569842,-41.47780469607943
711,0.0057596313,0.0031005226,1.3764E-4,0.01957878,0.00530887,0.00206653,2169,333.0,-60.43443884495228,330.66890759452195,-47.19754750290736
712,0.0034042634,0.001717713,7.975E-5,0.01214409,0.0032336,0.001335318,6322,285.0,-72.38756092964962,322.661207896419,-26.40207857141907
713,0.0040250393,0.002081341,5.597E-5,0.0151756,0.00380214,0.001481688,4420,303.75,-66.44353569089878,329.37234560907774,-33.012154390285936
714,0.0029597469,0.0015096909,6.489E-5,0.01050443,0.00277862,0.00114907,8275,281.25,-66.44353569089878,328.8808983758492,-24.07894669785229
715,0.0038072672,0.0019982993,5.483E-5,0.01509365,0.0035548,0.001439287,4974,297.0,-60.43443884495228,336.5691467068987,-30.257862968168027
716,0.0048669293,0.0026094648,1.0416E-4,0.0206122,0.00447068,0.00170946,3049,315.0,-60.43443884495228,335.48767998479764,-39.067154254079064
717,0.0054918537,0.002892346,7.106E-5,0.02204187,0.00514109,0.002089624,2375,322.5,-54.340912303861266,341.97420544560737,-44.54612554902008
718,0.004557697,0.0023083221,2.3525E-4,0.01563464,0.00432986,0.00169718,3618,307.5,-54.340912303861266,343.80501522825193,-35.93016688324019
719,0.0049846717,0.0026820803,7.436E-5,0.01724287,0.004651115,0.001735494,2898,315.0,-48.14120779436029,351.3703243099049,-40.962056107585376
720,0.006766614,0.0036982305,1.2495E-4,0.02329648,0.006355995,0.002274766,1578,351.0,-60.43443884495228,320.93574204939216,-53.53056259401421
721,0.0069150166,0.0037760846,1.0149E-4,0.02515016,0.00654114,0.00232749,1422,352.5,-54.340912303861266,326.1016208821359,-58.97063749226916
722,0.0064340346,0.0033735845,1.6965E-4,0.0208765,0.00599775,0.002367845,1766,337.49999999999994,-54.340912303861266,336.60710221904026,-52.52424220961169
723,0.0071362723,0.003758284,1.4072E-4,0.02103277,0.00676034,0.00253868,1461,340.71428571428567,-48.14120779436029,344.15591208797133,-57.40060410148964
724,0.0075388975,0.004289802,5.8166E-4,0.03577257,0.00702853,0.00228015,1195,353.57142857142856,-48.14120779436029,333.3344894442551,-64.1796917725796
725,0.0077834916,0.004361694,9.51E-5,0.02637005,0.007465485,0.00246912,1096,354.375,-41.810314895778596,344.02165957230056,-68.92718502504681
726,0.0077144024,0.0041136728,5.15E-5,0.02619285,0.00721245,0.00273231,1237,343.12499999999994,-41.810314895778596,354.04051797161765,-61.642959644029034
727,0.00828924,0.0045345626,1.4765E-4,0.02632153,0.00763659,0.00284453,1033,348.75,-35.68533471265205,4.304055637565644,-67.7906724928922
728,0.0058976957,0.003206028,1.1658E-4,0.02353515,0.005527355,0.00208817,2032,327.85714285714283,-48.14120779436029,349.4369768997167,-49.42339352294471
729,0.0063764704,0.003457085,1.564E-4,0.02570334,0.00596375,0.002054052,1705,331.875,-41.810314895778596,358.36926779243345,-53.58608811420302
730,0.0054759695,0.0028877861,5.099E-5,0.01831331,0.00510503,0.00204826,2395,320.625,-41.810314895778596,359.7590076667351,-45.25529925176926
731,0.006034795,0.0033135659,9.288E-5,0.02168895,0.0055344,0.00207519,1905,326.25,-35.68533471265205,8.775017149925002,-49.69251351742219
732,0.0073395926,0.0038590834,7.246E-5,0.02139398,0.00691252,0.00259081,1299,337.49999999999994,-35.68533471265205,8.139667413494212,-58.81768996561082
733,0.0075318655,0.004307128,1.4214E-4,0.02687226,0.006770675,0.00248242,1214,343.12499999999994,-30.000000000000004,19.56149279896804,-63.80043339850556
734,0.006358214,0.0033330899,4.5724E-4,0.01935062,0.00608822,0.002259776,1749,331.875,-30.000000000000004,18.431683509181752,-54.07864198245576
735,0.0074281082,0.003956261,1.214E-4,0.02768956,0.00681676,0.00270043,1296,337.49999999999994,-24.624318352164078,29.366978896048273,-58.19049942514321
736,0.002638008,0.0012996193,7.483E-5,0.00930434,0.00247577,0.00107949,10616,279.0,-60.43443884495228,334.8861182020359,-21.53396705496338
737,0.0032556271,0.0016695563,9.91E-5,0.01007176,0.00305828,0.00123932,6744,292.50000000000006,-54.340912303861266,343.1943060647233,-27.21772206088551
738,0.002257038,0.0010948618,5.302E-5,0.00743116,0.00210801,9.6525E-4,14959,277.5,-54.340912303861266,340.7437717959505,-18.785499063895642
739,0.0027899374,0.0014153655,6.014E-5,0.01020994,0.00256122,0.001132541,9322,289.2857142857143,-48.14120779436029,349.45296505748115,-23.959016270488885
740,0.004004911,0.002024795,1.3554E-4,0.01474478,0.00377863,0.00155024,4511,302.1428571428571,-48.14120779436029,351.17179796416633,-32.39399862346524
741,0.004421532,0.0023200333,1.5785E-4,0.01651676,0.00409409,0.00165979,3631,309.375,-41.810314895778596,359.4232032982846,-36.87984579213788
742,0.0034353586,0.0017598834,9.452E-5,0.01369959,0.00318188,0.00134326,6135,298.125,-41.810314895778596,357.91316129604695,-28.597035736501045
743,0.0037702143,0.0019340104,5.002E-5,0.01436404,0.00349301,0.00147236,5046,303.75,-35.68533471265205,5.905219356900668,-31.584585226947823
744,0.001738404,7.8350364E-4,8.535E-5,0.00700503,0.00161881,8.23887E-4,26094,276.4285714285714,-48.14120779436029,346.5066854316414,-15.848503691071546
745,0.0023418276,0.0011267654,5.448E-5,0.00768224,0.00218391,0.00100033,13822,286.875,-41.810314895778596,355.4805732621605,-20.514351893442953
746,0.00129497,5.1957904E-4,5.658E-5,0.00418879,0.0012161,7.0181E-4,51958,275.62499999999994,-41.810314895778596,352.22650021852064,-12.735606128349316
747,0.0014204172,5.8103405E-4,5.229E-5,0.00538929,0.001332685,7.49812E-4,42380,281.25,-35.68533471265205,359.81790719536866,-14.222443045786461
748,0.0027085722,0.001335664,2.1338E-4,0.01052789,0.00252225,0.00111185,10065,292.50000000000006,-35.68533471265205,3.2109100209676678,-22.77094200020895
749,0.0030333693,0.0015547175,8.218E-5,0.01106152,0.00280749,0.00118729,7969,298.125,-30.000000000000004,10.727629172263436,-25.52629401360963
750,0.0015787303,6.823139E-4,5.066E-5,0.0058904,0.00146784,8.0238E-4,32847,286.875,-30.000000000000004,7.147213903410712,-16.37752706636128
751,0.0022567206,0.0010798577,1.1378E-4,0.00939564,0.00208346,9.96562E-4,14987,292.50000000000006,-24.624318352164078,14.343462510089601,-18.994778906254897
752,0.004958168,0.0026427433,1.7449E-4,0.01752951,0.00455902,0.001802135,2956,315.0,-35.68533471265205,7.834759978832744,-40.58381135929237
753,0.005707725,0.0030504176,2.0035E-4,0.01846413,0.00537254,0.00193999,2173,320.625,-30.000000000000004,16.404461115388028,-44.42899814940118
754,0.004213912,0.0022326051,6.422E-5,0.01656841,0.00389136,0.001584733,4068,309.375,-30.000000000000004,13.808578660354582,-34.89586938786299
755,0.0046320898,0.00243514,1.0301E-4,0.01848468,0.00435171,0.00172801,3341,315.0,-24.624318352164078,21.882877818185925,-38.345857384480944
756,0.005784846,0.0031486724,1.2258E-4,0.02296269,0.005329115,0.002098996,2072,326.25,-24.624318352164078,25.5087384271117,-48.226613016766684
757,0.0067388243,0.0035543533,6.594E-5,0.02645527,0.006494535,0.00241758,1578,331.875,-19.47122063449069,35.512387896150656,-51.75880599741176
758,0.005377609,0.002802533,6.08E-5,0.01697926,0.00499157,0.002024925,2486,320.625,-19.47122063449069,30.36794637277677,-41.749794378861935
759,0.00584985,0.003101179,1.0595E-4,0.01842834,0.00557838,0.00217277,2051,326.25,-14.477512185929923,39.483007967553476,-44.90831834870548
760,0.0035372577,0.0018197747,7.418E-5,0.01181024,0.00331702,0.001348286,5713,303.75,-24.624318352164078,18.21874922414214,-28.586684833162103
761,0.003951205,0.0020524047,7.201E-5,0.01419072,0.00366265,0.0014987,4619,309.375,-19.47122063449069,25.855011823379066,-31.775856375176378
762,0.0026917162,0.0013566044,5.491E-5,0.01029392,0.00251305,0.001075884,10202,298.125,-19.47122063449069,21.527343775833337,-21.895842748365137
763,0.0031456554,0.0015805317,1.0654E-4,0.01381349,0.0029208,0.001262297,7470,303.75,-14.477512185929923,28.817964796539705,-24.91502360988826
764,0.004573136,0.0024351699,5.89E-5,0.01658088,0.00427216,0.00169744,3427,315.0,-14.477512185929923,33.7971937057203,-34.920043882774245
765,0.005369743,0.0028144754,5.261E-5,0.02204739,0.00500161,0.001985041,2580,320.625,-9.594068226860461,42.18746297040368,-37.837962676689585
766,0.0035347869,0.0018047869,1.2557E-4,0.01098111,0.00327622,0.001365128,5773,309.375,-9.594068226860461,36.33016205527321,-27.88941320490908
767,0.0040380997,0.0020814056,6.56E-5,0.01321727,0.00372666,0.00156135,4483,315.0,-4.780191847199159,44.16431768428791,-30.652059221523075
